min,max,mean,median,q25,q75,k,Method,res1,res15,res2,res2.5,res3,res3.5,res45,res4,res5,res6,res7,res8,res9,removed_group,off_diag
5.4616167416319425e-6,0.9942514588574937,0.5080185940777178,0.6609154004736771,0.0196707565519774,0.9067359668145354,12,NTD_2,8,8,7,7,7,7,7,7,7,7,5,4,3,2,0.04991837413442165
8.991552500238971e-4,0.9983760412955782,0.4960293282628918,0.5123971102014495,0.09130150249572164,0.8622332513034067,13,TTM-HOSVD,9,9,9,9,8,7,7,7,7,6,6,4,2,2,0.12254709105809311
4.2336952290199795e-7,0.999073545099357,0.4578772797253875,0.49437711175495197,0.030565987156736484,0.9665104254062212,13,NTD_2,8,8,8,7,7,7,7,7,6,5,4,4,4,2,0.04460078719791435
0.0029916410500605687,0.9978923809176243,0.44970993986582325,0.3793814652016865,0.1607846439946684,0.8260133502980618,14,TTM-HOSVD,11,10,10,10,8,8,7,6,5,4,4,4,4,2,0.1547637633516454
0.0031657005443936075,0.9993092844989448,0.607350487756855,0.7593961237798824,0.158239000142138,0.964483381513454,14,NTD_2,10,10,10,10,10,10,10,10,9,9,8,6,4,2,0.04095697330768773
0.010159498073245513,0.9981817077235476,0.48681599938111875,0.39733420986872425,0.26477393918287084,0.761677618061015,15,TTM-HOSVD,13,12,12,12,10,8,7,7,7,6,6,4,2,2,0.16320099655583972
1.0140597844332317e-5,0.9985085297139681,0.47793129917938837,0.5660479282112529,0.0208761291027253,0.9791526902565928,15,NTD_2,8,8,8,8,8,8,8,8,8,7,7,5,5,2,0.04817296741988455
0.008734877514976605,0.9983241453034757,0.4394251296439686,0.3732725289522024,0.1515765705739796,0.7975872495296797,16,TTM-HOSVD,13,12,9,8,8,8,8,8,8,5,5,4,2,2,0.12748138338316378
1.869290222324823e-8,0.9997931548992274,0.5089322993344048,0.5131697527013699,0.0779464367123542,0.9684653085286185,16,NTD_2,11,11,10,10,9,8,8,8,8,8,8,6,5,2,0.06356136413753458
0.05738687372589526,0.9978585686544977,0.5791896287088677,0.6823234437462102,0.36985515873605274,0.8400910062003539,3,TTM-HOSVD,2,2,2,2,2,2,2,2,2,2,1,1,1,3,0.24932072242114608
0.14672976643073685,0.9752466539427451,0.5765633809840712,0.6077137225787318,0.37722174450473434,0.7914801882607385,3,NTD_2,3,2,2,2,2,2,2,2,2,2,1,1,1,3,0.10058112263139878
0.4859831288156192,0.9975541307785654,0.8101581526327511,0.8785476754684101,0.6939257565605896,0.9947800715405716,4,TTM-HOSVD,4,4,4,4,4,4,4,4,3,3,3,2,2,3,0.15781847145908093
0.00797573654907124,0.9895049744048092,0.6218547846019481,0.7449692137269561,0.546714870614755,0.8201091277141492,4,NTD_2,3,3,3,3,3,3,3,3,3,3,3,1,1,3,0.10833662596316385
0.30120328008120434,0.99786070003103855,0.6616157512353573,0.5689255227964829,0.44620728969449813,0.9938819635735625,5,TTM-HOSVD,5,5,5,5,5,4,4,3,3,2,2,2,2,3,0.16813110906343656
0.018718595838932196,0.9900297687717341,0.5219288732416848,0.48294845662875674,0.37158956321650377,0.7463579817524972,5,NTD_2,4,4,4,4,4,4,3,3,2,2,2,1,1,3,0.08390400542474499
0.04011229067371793,0.9979137088775973,0.6899335540773777,0.8448440490759823,0.5277347877391194,0.9536026568696114,6,TTM-HOSVD,5,5,5,5,5,5,5,4,4,4,4,4,2,3,0.1256248055527916
0.014005619625828799,0.9967177562807942,0.6342134474174914,0.7767485359958701,0.3679441017463122,0.9512253437065618,6,NTD_2,5,5,5,5,4,4,4,4,4,4,3,3,2,3,0.06160327817804833
0.02736417677147101,0.9977036130680867,0.6027906119002713,0.8432830084607453,0.1873992760983489,0.988192466402449,7,TTM-HOSVD,5,5,5,5,5,4,4,4,4,4,4,4,3,3,0.10967913735295118
1.6033306448729613e-5,0.9992862104129641,0.6559473479436573,0.7477772642975276,0.49417375081806103,0.9281022129762692,7,NTD_2,6,6,6,6,6,5,5,5,5,5,4,3,2,3,0.0382778972089
0.04746550004511524,0.9978608130299556,0.6864569899593456,0.760485613968588,0.5073158918910653,0.9598874185732449,8,TTM-HOSVD,7,7,7,7,7,7,7,7,6,5,4,4,4,3,0.11268125277925709
0.0011262928384411554,0.9989123925441832,0.5800616725421822,0.6199399077055191,0.4532960465694597,0.7997146689865919,8,NTD_2,7,6,6,6,6,6,6,6,6,4,3,2,2,3,0.055941346457390524
0.047630945853969965,0.9979777452006707,0.6118424572941656,0.5778515520333608,0.46874032820294664,0.9155604756908603,9,TTM-HOSVD,7,7,7,7,7,7,7,7,6,4,4,4,4,3,0.11456944412894504
3.1792074785244473e-7,0.9994437450538669,0.5689781421588962,0.7225981370422484,0.12893629403299964,0.9051790526097651,9,NTD_2,7,6,6,6,6,6,6,6,6,5,5,4,3,3,0.05883180626051178
0.04711189495699258,0.9982925266584817,0.6131311599493855,0.6538143010331964,0.4197838421979805,0.888059413333977,10,TTM-HOSVD,9,8,8,8,8,8,7,7,7,5,5,4,2,3,0.12178972901112518
2.1669190452645042e-7,0.9998164846695963,0.5001915766803262,0.3920982955156189,0.18688892205460828,0.8823133714945738,10,NTD_2,8,8,7,7,6,5,5,5,4,4,4,4,2,3,0.055427353751727804
0.04004856980623699,0.9982523647237219,0.5201756500261905,0.5186871627292232,0.132338512290177,0.8861551333706164,11,TTM-HOSVD,8,8,7,7,6,6,6,6,6,5,5,5,3,3,0.121563263654493
2.1700715518213486e-7,0.9915430129110605,0.5074958563855942,0.5590533701483305,0.08116164362340614,0.9293760359142159,11,NTD_2,8,7,6,6,6,6,6,6,6,5,5,5,3,3,0.03725745791560622
0.005237488433549091,0.9986068155273763,0.5722174724231903,0.7107859226915587,0.15220086535279007,0.90316420354648,12,TTM-HOSVD,9,9,8,8,8,8,8,8,7,7,6,5,3,3,0.13791318504702696
3.06879888942508e-10,0.9991363156635132,0.5607140212948402,0.5765502612659446,0.1740308869455206,0.9837746635390487,12,NTD_2,9,9,9,8,8,8,8,7,6,6,5,5,5,3,0.057238667271721166
8.904733002439942e-4,0.998684185631196,0.6198619055137565,0.7700238870530082,0.1834541722661412,0.8823724720500328,13,TTM-HOSVD,11,10,9,9,9,9,9,9,9,9,8,6,3,3,0.1538456793512302
0.0014764057650175977,0.998339869891169,0.6306674706542713,0.6999314552748058,0.5115030235667376,0.9950994407912055,13,NTD_2,10,10,10,10,10,10,10,10,10,8,6,5,5,3,0.05766351065011348
0.005006617038738049,0.9988221736969569,0.5623206659618905,0.6633719184748301,0.18672234975557733,0.908467631632167,14,TTM-HOSVD,12,11,10,10,9,9,9,8,8,7,7,5,4,3,0.1509278148778056
1.4801515610527091e-6,0.9998058120472321,0.5965057109265166,0.8019630483427815,0.17504056023247472,0.9906912057163237,14,NTD_2,11,11,10,9,9,9,8,8,8,8,7,7,7,3,0.060477134489976755
0.022996249573072343,0.9988393631349465,0.5566667229052019,0.6594873709193341,0.14554533649615392,0.866996001171987,15,TTM-HOSVD,12,11,10,10,10,10,10,10,10,8,7,5,3,3,0.16225922710056384
1.9959693829212645e-10,0.9987766985964737,0.5952276179343892,0.6092291463969997,0.3053665145967219,0.9682210250628762,15,NTD_2,12,12,12,12,11,10,9,9,9,8,7,7,6,3,0.05356234528516135
0.015146864600952723,0.9988690975669635,0.5617341112500109,0.7466573703802413,0.1067748311507215,0.8606285824146541,16,TTM-HOSVD,12,11,11,11,10,10,10,10,10,10,10,6,2,3,0.19093410053084908
4.900328143473454e-4,0.9994019096812591,0.5591379235951203,0.6847895403229365,0.08672879070851688,0.9809288419788362,16,NTD_2,12,11,11,10,10,10,10,10,10,9,8,6,6,3,0.06387735360576309
0.5671042631034373,0.9904219308844641,0.8383951347169909,0.9576592101630714,0.7623817366332544,0.9740405705237678,3,TTM-HOSVD,3,3,3,3,3,3,3,3,3,2,2,2,2,4,0.11660124513204943
0.3849460590089313,0.9710947567340286,0.6353530390157511,0.5500183013042934,0.46748218015661236,0.7605565290191609,3,NTD_2,3,3,3,3,3,3,2,2,2,1,1,1,1,4,0.13353468645394329
0.0016347523850325633,0.9903083942780901,0.6956311219243921,0.8952906705172229,0.6103953903467721,0.980526402094843,4,TTM-HOSVD,3,3,3,3,3,3,3,3,3,3,3,3,2,4,0.11105175832300762
0.5071826301808222,0.8879473824155519,0.7255338831136409,0.7535027599290948,0.6593903344536056,0.8196463085891301,4,NTD_2,4,4,4,4,4,4,4,4,4,3,3,1,0,4,0.08828225536105117
0.013737638433076751,0.9906634252722996,0.639633759785478,0.8167655273068851,0.4011613409146348,0.9758408670004938,5,TTM-HOSVD,4,4,4,4,4,4,4,3,3,3,3,3,2,4,0.18399371921540802
0.026751525623709933,0.995047557516024,0.6530047592949345,0.7434568206134683,0.6268595930021652,0.8729082997193048,5,NTD_2,4,4,4,4,4,4,4,4,4,4,3,2,1,4,0.04606612478027152
6.869206834670009e-4,0.9945647540071715,0.5468729321985905,0.5760374249537548,0.2216215069997703,0.916830506922153,6,TTM-HOSVD,5,5,4,4,4,4,4,3,3,3,3,2,2,4,0.16043939078528233
0.20670783958429242,0.9920767022727388,0.6389668442085932,0.6105547403810914,0.45988494355922255,0.9058227086055821,6,NTD_2,6,6,6,5,5,5,5,4,4,3,2,2,2,4,0.061146992355665654
0.004514471649716336,0.9944373435550901,0.6609952412374978,0.8672667459710718,0.40015298972755703,0.9802210740157459,7,TTM-HOSVD,6,6,5,5,5,5,5,5,5,5,4,4,3,4,0.12915983303834128
0.3890805308396851,0.9981529200990326,0.6888202079257537,0.6314076239058608,0.5563074766808198,0.8452427136370289,7,NTD_2,7,7,7,7,7,7,6,6,6,4,2,2,2,4,0.05809913779249905
0.01773962881659463,0.9944240464424855,0.7546487592817259,0.9245881509555696,0.6564442933065421,0.9800061816464883,8,TTM-HOSVD,7,7,7,7,7,7,7,7,7,6,6,5,5,4,0.09513714435329224
0.0022584358781227503,0.9914509129985538,0.6926302224586774,0.8206937572870834,0.5790521795910635,0.9596957870950835,8,NTD_2,7,7,7,7,7,6,6,6,6,6,4,4,4,4,0.0461503971224958
0.013426445449709466,0.9877487959784622,0.725178172770561,0.880033025986595,0.5889516335389332,0.9599644874998539,9,TTM-HOSVD,8,8,8,8,8,8,7,7,7,6,6,6,4,4,0.16968996273076667
0.002798642729954661,0.9977516964230104,0.6142948573602203,0.5986523500722931,0.4436913527445204,0.99157561930831,9,NTD_2,7,7,7,7,7,7,7,6,6,4,4,4,4,4,0.04979331603121292
0.052511562707112304,0.9900214595280032,0.6662058488538931,0.857460177292986,0.4265115114956509,0.9223554128167847,10,TTM-HOSVD,9,8,8,8,8,8,7,7,7,7,6,6,3,4,0.1604082617066935
0.007779431397125971,0.9949706882944396,0.7293872468572938,0.875870944737716,0.6580781267842836,0.9557847740067049,10,NTD_2,9,9,9,9,8,8,8,8,8,8,7,6,4,4,0.04968856015191507
0.005874579922800004,0.9948629168941879,0.6853961999902408,0.9167610597895551,0.5015594414903981,0.9499997047353482,11,TTM-HOSVD,9,9,9,9,9,8,8,8,8,8,7,6,6,4,0.13040312981066707
5.174732301031566e-4,0.9945140296995912,0.5681746363717279,0.7439126464214547,0.17020663926957025,0.9534802885500917,11,NTD_2,8,8,8,8,8,6,6,6,6,6,6,5,5,4,0.07057604112741801
0.0053092025449688225,0.996920113952896,0.6086807381590718,0.7284251990830657,0.31574321721997045,0.9482394795800546,12,TTM-HOSVD,10,10,9,9,9,9,8,8,7,6,6,6,5,4,0.14511501191050352
3.0195887335909503e-6,0.9953330880365793,0.7187317780656677,0.8093139700212868,0.7115222330314988,0.9730961221568293,12,NTD_2,10,10,10,10,10,10,10,10,10,9,9,8,5,4,0.04388045985847462
0.052262209004822445,0.9966370521947593,0.621932678588352,0.7910692503951398,0.29612513456190687,0.8905943192097047,13,TTM-HOSVD,12,11,10,10,9,9,9,9,8,8,7,6,3,4,0.17749641850336062
0.0052295363127401375,0.9989885804364914,0.6885467473528233,0.7324730249768245,0.5178989118865958,0.9789014992512377,13,NTD_2,11,11,11,11,11,11,11,11,10,9,7,6,6,4,0.042409497592163094
0.08880540818662515,0.9967448276964012,0.6031287479986038,0.709292509588253,0.21715659573262297,0.9198996288022769,14,TTM-HOSVD,13,12,10,10,10,9,9,9,9,8,7,6,4,4,0.1671231296338201
2.2216313931387976e-7,0.9994895674853835,0.7396599405089241,0.942510024566469,0.7717051054757098,0.9936379589159596,14,NTD_2,11,11,11,11,11,11,11,11,11,11,11,10,8,4,0.04120971638694005
0.12857716481393924,0.9969251436437099,0.5512158214263873,0.5161618044200558,0.33769473338966016,0.7852121774963107,15,TTM-HOSVD,15,14,13,12,12,11,9,9,8,6,5,3,2,4,0.18915532169964996
0.0018170425461902454,0.999904101709734,0.7588975323458123,0.853942406231501,0.5870753808810651,0.9947382933129696,15,NTD_2,14,14,14,14,13,13,13,13,13,11,10,10,7,4,0.06170641141568313
0.07256809014012525,0.9968264120857824,0.582862480319173,0.6061127727498552,0.31417712700732897,0.8408547265569382,16,TTM-HOSVD,15,13,13,12,12,12,11,10,10,8,7,7,3,4,0.17914957188587569
2.150844176138348e-5,0.9986930987790852,0.7052371684285978,0.9287530896429708,0.495256641717408,0.9967608671014787,16,NTD_2,15,14,13,13,13,12,12,12,12,11,9,9,9,4,0.046102321178305934
0.37218327807242124,0.9949916290325753,0.7873376296230058,0.9948379817640208,0.683510629918221,0.9949148053982981,3,TTM-HOSVD,3,3,3,3,3,3,2,2,2,2,2,2,2,5,0.08057476945649326
0.4854275588541581,0.9353262219236163,0.6927826193886878,0.6575940773882889,0.5715108181212235,0.7964601496559526,3,NTD_2,3,3,3,3,3,3,3,3,2,2,1,1,1,5,0.11932142622236215
0.42245519159485245,0.9955391177751178,0.8144530175681811,0.9199088804513771,0.7390450361574679,0.9953168618620902,4,TTM-HOSVD,4,4,4,4,4,4,4,3,3,3,3,3,2,5,0.1289633004105043
6.75045371063339e-4,0.980673642169142,0.6198400109636003,0.7490056781570978,0.539378565735225,0.8294671233854731,4,NTD_2,3,3,3,3,3,3,3,3,3,3,3,1,1,5,0.09967091819233831
0.7217532962743961,0.997191321708427,0.8385517380048256,0.7416054193724613,0.7363120322220235,0.9958966204468204,5,TTM-HOSVD,5,5,5,5,5,5,5,5,5,5,5,2,2,5,0.18667635298500374
0.20380799137296027,0.9840183500695114,0.6597435412275607,0.8201466861240442,0.3446882672723096,0.9460564112989783,5,NTD_2,5,5,5,4,4,3,3,3,3,3,3,3,2,5,0.1110820625768216
0.05524209133116306,0.995953929534273,0.7522583721378774,0.8665734992078398,0.7492626153062133,0.9809295444573182,6,TTM-HOSVD,5,5,5,5,5,5,5,5,5,5,5,3,3,5,0.1742077573846123
0.001142461898673293,0.9892784465384185,0.630742119647776,0.6985410358215518,0.4883875742464461,0.9085952470191754,6,NTD_2,5,5,5,5,5,5,5,4,4,4,3,2,2,5,0.06784862538577952
0.010858573877390592,0.9967571560711832,0.6923080513079198,0.7851368882195807,0.5666728641870235,0.9600290063066186,7,TTM-HOSVD,6,6,6,6,6,6,6,5,5,5,4,3,3,5,0.14686740830311665
0.0174174835140381,0.9976706440002546,0.5826311781235918,0.6849055569002527,0.3148766314037856,0.8743356498215131,7,NTD_2,6,6,6,6,5,4,4,4,4,4,3,2,2,5,0.0486032932809914
0.02261639039303628,0.9973460847539326,0.6933082776184919,0.912207038499933,0.5591428835573791,0.9389685340553476,8,TTM-HOSVD,6,6,6,6,6,6,6,6,6,6,6,5,5,5,0.11229572035325978
0.037005586456951685,0.9963077331219349,0.6287293089534354,0.7634716562421977,0.3688748257079307,0.9365759813476534,8,NTD_2,7,6,6,6,6,6,6,6,5,5,5,4,3,5,0.0877448742505609
0.045043305368575766,0.9974233622617418,0.6814409985601358,0.9075268757856356,0.5563102416048329,0.9237707405936477,9,TTM-HOSVD,7,7,7,7,7,7,7,7,7,6,6,5,5,5,0.12715393552317764
0.01289010178879426,0.9994852508166814,0.5650891919643183,0.5409946216979907,0.5012667543299677,0.8628442091123855,9,NTD_2,7,7,7,7,7,7,7,7,7,4,3,3,2,5,0.0756672919664681
0.02222594731179423,0.9978387606660729,0.6674743412030275,0.706111297710799,0.5105784771784256,0.9409039673778519,10,TTM-HOSVD,9,9,9,9,8,8,8,8,7,7,5,4,4,5,0.1231735444952378
0.008821786931508748,0.9973798215889771,0.66759737167384825,0.8437765952121631,0.34246747551393936,0.9899110590345175,10,NTD_2,8,8,8,7,7,7,7,7,7,7,7,5,5,5,0.042825353621507696
0.0016143345598104272,0.9984365900752011,0.6104755440614188,0.6169973899598997,0.4099295314798391,0.8984766438822825,11,TTM-HOSVD,9,9,9,9,9,9,8,8,7,7,5,5,3,5,0.14847460832994094
0.0015390959528017983,0.998037311409048,0.561870800252955,0.5449789961128955,0.39838813023065667,0.8855138788996941,11,NTD_2,9,9,9,9,9,8,8,8,6,4,4,4,3,5,0.06332934357155395
0.00230995726070708,0.9980965506298659,0.46812484279928646,0.38283187345761105,0.08850021264976797,0.929895050111039,12,TTM-HOSVD,8,7,6,6,6,6,6,6,6,5,4,4,4,5,0.12446398878766446
3.349016815767183e-5,0.999620879693115,0.6564562001382047,0.7479786491373908,0.5521697016043187,0.916182645591759,12,NTD_2,10,10,10,10,10,10,9,9,9,9,7,5,4,5,0.05663126315067169
0.005486726662159969,0.9981303889122521,0.6077999089264126,0.7622098791655967,0.2501885761035163,0.8194507629597588,13,TTM-HOSVD,11,10,10,10,9,9,9,9,9,9,8,5,3,5,0.1557702934221159
0.004439187343378701,0.9997440971517669,0.5837901665126045,0.7470961632904193,0.1995896363525189,0.9737234490956229,13,NTD_2,10,10,9,8,8,8,8,8,8,7,7,6,6,5,0.04798847731322721
0.030697207819821156,0.9983578520305957,0.6093144688729477,0.734632411836677,0.38872826389900844,0.8898514694811898,14,TTM-HOSVD,12,11,11,11,11,11,10,9,9,9,7,4,4,5,0.16917530374295256
