min,max,mean,median,q25,q75,k,method,res1,res15,res2,res2.5,res3,res3.5,res45,res4,res5,res6,res7,res8,res9,removed_group,off_diag
0.001110358027636819,0.36397916967134325,0.06778820062067854,0.025868931913538878,0.011763164023335115,0.06959067881592806,13,SLDA,2,2,1,1,1,1,0,0,0,0,0,0,0,1,0.010525452951546664
0.008188287575714423,0.9949884112220064,0.6132968238357001,0.7932806239911402,0.3738641302419108,0.8595223819346098,14,Ours,12,11,11,11,11,10,10,10,10,9,8,7,2,1,0.1458970862015049
0.004597954204200003,0.9993109885193762,0.6841257401481764,0.8004059075363289,0.5423493421327488,0.8878904399868448,14,LDA,13,13,13,12,12,12,11,11,11,10,9,7,3,1,0.0766191727077795
2.2456605900351718e-4,0.5056139191005286,0.1051750766991761,0.05673825526757215,0.012759347622582103,0.0886202109192722,14,SLDA,3,3,2,2,2,2,1,1,1,0,0,0,0,1,0.011249584951128638
0.0027902319354843673,0.9948910890192394,0.6218784336410543,0.731798305478439,0.4461439642436934,0.8634787230301355,15,Ours,13,12,12,12,12,11,11,11,11,10,9,7,2,1,0.16089553211350135
0.0019262136061497309,0.9992533172208627,0.6266647074507411,0.7247165574743581,0.30137737866236874,0.9099764806723347,15,LDA,13,13,13,11,11,11,10,10,10,10,8,7,5,1,0.10245521543277654
4.4713609913534094e-4,0.17333307654146748,0.0663382164861593,0.04923104366611332,0.02682430108346657,0.10296343938467103,15,SLDA,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0.010899079771738712
0.0032921157165179088,0.9949120713795909,0.5489713444086793,0.6088040031257289,0.30676472603756044,0.8348000599266343,16,Ours,14,14,14,12,12,11,11,10,10,8,5,5,1,1,0.1872917409104606
0.0018579875357008656,0.9991579794342729,0.6549269206944637,0.7602547347945839,0.40539235658874806,0.9023349904357632,16,LDA,14,14,14,13,13,13,12,11,11,11,10,7,5,1,0.10638045931536205
5.866895510388001e-4,0.3995000114885477,0.10685684419912021,0.0437360772798241,0.01593745048073944,0.18992028649325912,16,SLDA,6,5,4,2,1,1,0,0,0,0,0,0,0,1,0.010185909515068056
0.32140066491204167,0.9920249659749875,0.7404889669476341,0.9080412699558733,0.6147209674339575,0.9500331179654304,3,Ours,3,3,3,3,3,2,2,2,2,2,2,2,2,2,0.08934215081336035
0.020784789527991836,0.8480278794617108,0.5478077250534428,0.7746105061706259,0.39769764784930883,0.8113191928161683,3,LDA,2,2,2,2,2,2,2,2,2,2,2,1,0,2,0.10319273121574897
0.013533105709258468,0.33266109850281605,0.1443120433717877,0.08674192590328865,0.050137515806273555,0.20970151220305236,3,SLDA,1,1,1,1,1,0,0,0,0,0,0,0,0,2,0.025341432320998402
0.3212662550047901,0.9933863647444189,0.6725493012468571,0.6877722926191095,0.3704809477785921,0.9898406460873745,4,Ours,4,4,4,4,4,3,2,2,2,2,2,2,2,2,0.14164048421138306
0.06539485392060909,0.9488032333053344,0.5351629157077199,0.5632267878024682,0.23464975629236473,0.8637399472178233,4,LDA,3,3,3,3,2,2,2,2,2,2,2,2,1,2,0.05474741704007313
0.018244401350541967,0.08400194012364831,0.05555274191877647,0.05998231310045779,0.03311373619994095,0.08242131881929331,4,SLDA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.03299294919006623
0.04061453544043317,0.996508992337725,0.6661258364711009,0.9147512613544568,0.3980256149832528,0.9807287782396364,5,Ours,4,4,4,4,4,4,3,3,3,3,3,3,3,2,0.11606862319264918
0.29539069574255883,0.6500326692206223,0.4369932082806259,0.4176127941859058,0.37177546228397274,0.4501544199700698,5,LDA,5,5,5,5,4,4,3,2,1,1,0,0,0,2,0.09129718327000698
0.011368993071789214,0.2708941439821798,0.10147549781642813,0.06780390789240523,0.06327231940956374,0.09403812472620267,5,SLDA,1,1,1,1,0,0,0,0,0,0,0,0,0,2,0.040761628878135066
0.01817331344472126,0.9988037490772902,0.6582887243804446,0.7999321473030931,0.43474681611133414,0.9648874994060649,6,Ours,5,5,5,5,5,5,4,4,4,4,3,3,3,2,0.15527312763547918
0.05073061316586914,0.9203739024805371,0.526177570465096,0.5520861152138038,0.4057799245321577,0.6816046406121657,6,LDA,5,5,5,5,5,5,4,4,3,3,1,1,1,2,0.05493462059304986
0.013385464132984954,0.10774570213940168,0.05629631890529694,0.05104803377614618,0.026884325578773495,0.08455270101462656,6,SLDA,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.02171506232263894
0.012114334014729278,0.9987191626216052,0.5422078482746217,0.6180588745554014,0.1275789492841372,0.9557023340811706,7,Ours,5,5,4,4,4,4,4,4,4,4,3,3,3,2,0.1072551802109033
0.1923881651277661,0.9994053330113337,0.636152131076273,0.610334833832402,0.3964294028255734,0.929038889955631,7,LDA,7,7,6,5,5,5,5,5,5,4,3,3,2,2,0.04488783775093702
0.004219196146104226,0.46820735423249865,0.20114762532605182,0.11376515459515187,0.04030947897584657,0.37061135717845745,7,SLDA,4,3,3,3,3,3,1,1,0,0,0,0,0,2,0.030239669493394343
0.013367168397271258,0.9987736212591793,0.6069951059335125,0.7698386666849631,0.19412208432048875,0.9510784100204545,8,Ours,7,7,5,5,5,5,5,5,5,5,5,4,3,2,0.12421753204725743
0.07005097137781854,0.9995217649467655,0.6599694524805739,0.8625903390166829,0.3272904878663635,0.9496754410558802,8,LDA,7,7,6,6,6,6,5,5,5,5,5,5,3,2,0.052788746146627145
0.03129794454286595,0.20011735450870102,0.07413839716052872,0.047605552523206085,0.039370631483282834,0.07505682777159023,8,SLDA,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0.019879078175684788
0.0072979718663495775,0.9977433544101606,0.5384915798973806,0.7051645835018818,0.1119040303279967,0.904196717227476,9,Ours,7,6,6,6,5,5,5,5,5,5,5,3,3,2,0.11847066796582882
0.017421631284818623,0.9991442595198939,0.46557134469715666,0.499518420756092,0.08473955230022451,0.8386158626466821,9,LDA,6,6,5,5,5,5,5,5,4,3,3,3,2,2,0.06652252149678568
1.0806174972091384e-4,0.26033706582095106,0.08850920557339796,0.0692468316070525,0.044580005524777255,0.12848857704681382,9,SLDA,3,2,1,1,0,0,0,0,0,0,0,0,0,2,0.014268728688416474
9.728987125587213e-4,0.9981667866977876,0.5395956773801693,0.6059040697155534,0.1795267476832763,0.927397635341903,10,Ours,8,8,6,6,6,6,6,5,5,5,5,4,3,2,0.11439494350421135
0.017841212774339938,0.9994665080404079,0.5257787412942874,0.5852791157685325,0.13297935308872594,0.8585672479478634,10,LDA,7,7,7,7,6,6,6,6,6,5,4,3,2,2,0.05399924766533834
0.008979268677229903,0.3116095561822565,0.09756861735772074,0.0478947699972729,0.016678000410207613,0.11905789707900119,10,SLDA,3,2,2,2,2,0,0,0,0,0,0,0,0,2,0.013015838058721831
0.006189082314640334,0.9975561513899072,0.5168854037631555,0.5774531035158033,0.19500007086984933,0.8232963400431381,11,Ours,8,8,8,8,8,7,6,6,6,5,4,3,2,2,0.13458190630685515
0.02514857704722806,0.9999306029762852,0.5205486741874569,0.3717336554671515,0.1919723803190136,0.9052513166765188,11,LDA,9,8,8,8,7,6,5,5,5,5,5,4,3,2,0.07493486190195835
0.0013564270106690601,0.40294678402289963,0.10805384178978958,0.05705957998239225,0.017813556973705236,0.14455839087911526,11,SLDA,4,3,2,2,1,1,1,0,0,0,0,0,0,2,0.010893370395055115
8.489421587042818e-4,0.9982105308885386,0.4440526696039365,0.4219917347612795,0.09122470590093859,0.7341519070066128,12,Ours,9,7,7,7,7,6,6,6,6,4,3,3,3,2,0.1593558218247267
0.009584243388817344,0.999917248187228,0.5024324768240819,0.35663682143220377,0.2101912552003542,0.9270431804406597,12,LDA,9,9,9,8,6,6,6,5,5,5,5,4,4,2,0.07409459945816492
0.001135994397059584,0.8115180263207051,0.1383847585639883,0.06898362660435012,0.011563344154399736,0.15967653720690686,12,SLDA,6,4,2,1,1,1,1,1,1,1,1,1,0,2,0.012238647285248596
0.022856139283649473,0.9976685177277993,0.460559527860327,0.3725069672530727,0.19961305036521187,0.6957846321780963,13,Ours,11,11,9,9,8,8,6,5,4,4,3,3,3,2,0.14216904722229973
4.512910078084746e-6,0.999787393718336,0.5140334284511714,0.5104436877597204,0.10283340982572854,0.910258293689251,13,LDA,10,9,9,9,9,9,9,8,7,5,5,4,4,2,0.06145131995092448
0.012908370091010082,0.9975103831370933,0.41682840245369585,0.36164716670066865,0.14263698533009198,0.5979920398233329,14,Ours,11,10,10,9,9,7,6,4,4,4,3,2,2,2,0.13634071061931316
0.001784649442866525,0.9998392051984778,0.47196775059518836,0.3851050675627636,0.1606767637546684,0.8558756143419479,14,LDA,11,10,10,9,8,7,7,7,6,5,5,4,3,2,0.04562758364237172
2.6432180855642513e-4,0.639061135671048,0.14174221269504203,0.08880709735574152,0.008859441940696752,0.17252775363420003,14,SLDA,7,6,3,2,2,2,1,1,1,1,0,0,0,2,0.00910149953024701
0.022039307371764086,0.9966057773035121,0.4523632243271094,0.37847092285225614,0.1406422318856501,0.7182328357935795,15,Ours,11,11,11,10,9,9,7,6,6,5,4,3,3,2,0.14024087493802442
0.010675483876905418,0.9998540119828497,0.455184238037564,0.4749984260420139,0.06360700507790906,0.7678197545835509,15,LDA,10,9,8,8,8,8,8,8,7,6,6,4,3,2,0.07302162277096985
3.399261236933509e-4,0.19911527036979967,0.07159903271796983,0.055915662611141975,0.02266489000556424,0.1141721401626542,15,SLDA,5,2,0,0,0,0,0,0,0,0,0,0,0,2,0.009375296072980117
0.021384921688926924,0.9984878115533528,0.47963148887676027,0.43943477814582377,0.2475781638581958,0.7102435620967692,16,Ours,13,13,13,12,11,10,8,8,7,5,4,3,3,2,0.14604252511889798
2.982311572930588e-4,0.9998721933555752,0.47715600661867,0.5338724906941184,0.16582028060725915,0.7209958990255889,16,LDA,12,12,11,10,9,9,9,9,8,6,4,4,3,2,0.06691620636840774
7.501981077467067e-4,0.3812368400705015,0.09162964830733461,0.0318882762405457,0.01852359580579699,0.11716657103283595,16,SLDA,6,3,3,2,2,1,0,0,0,0,0,0,0,2,0.009557147744520903
0.23862479985352372,0.9952610655707979,0.734557881720156,0.9697877797361466,0.6042062897948351,0.9825244226534722,3,Ours,3,3,3,2,2,2,2,2,2,2,2,2,2,3,0.11377554455964518
0.11753925956413025,0.9897974730271832,0.5495568862371131,0.5413339261200257,0.329436592842078,0.7655656995736044,3,LDA,3,2,2,2,2,2,2,2,2,1,1,1,1,3,0.08736018285179803
0.05096013712326431,0.1444764214216805,0.10199106287322879,0.11053663007474158,0.08074838359900295,0.12750652574821103,3,SLDA,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.07404433483670377
0.1097475508526242,0.9948005333102073,0.7225782437028984,0.8928824453243809,0.6377293458480647,0.9777313431792144,4,Ours,4,3,3,3,3,3,3,3,3,3,3,3,2,3,0.11092566705765065
0.19628334874771225,0.9809427697666198,0.6304510555958291,0.6722890519344924,0.5254321197575573,0.7773079877727642,4,LDA,4,4,3,3,3,3,3,3,3,3,2,1,1,3,0.048206297542415455
0.055499423396720426,0.17437035554270255,0.09735273970939906,0.07977058994908663,0.06513509016713927,0.11198823949134643,4,SLDA,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.029134017672614365
0.045229360761650496,0.9945497085140969,0.5802853298520051,0.662409020373638,0.2238304931047469,0.9754080665058931,5,Ours,4,4,4,3,3,3,3,3,3,3,2,2,2,3,0.11636720239935645
0.23816969889514036,0.9997356133367896,0.7096967711547121,0.7696988516835086,0.7446951487066947,0.796184543151427,5,LDA,5,5,5,4,4,4,4,4,4,4,4,1,1,3,0.07336439360699905
0.0028502317851268263,0.4701810113574913,0.16608021232676506,0.08854205337071926,0.03007690654824086,0.23875085857224704,5,SLDA,2,2,2,1,1,1,1,1,0,0,0,0,0,3,0.04322225297368054
0.05330860714017964,0.9949434420753057,0.5917747957476007,0.6459589448369686,0.2668733409164169,0.9639652581992038,6,Ours,5,5,5,4,4,4,3,3,3,3,3,3,3,3,0.12448110586628681
0.036103794733378235,0.9996588837948903,0.601839755409861,0.7626529489223797,0.3701711228803799,0.7986328186454137,6,LDA,5,5,5,4,4,4,4,4,4,4,4,2,1,3,0.06872588808803239
0.01956976787640902,0.32360190599138383,0.08334854523391132,0.03374861271158479,0.025768067809125668,0.05817301763104583,6,SLDA,1,1,1,1,1,0,0,0,0,0,0,0,0,3,0.026302092327904012
0.006926495178460162,0.9954380364557034,0.5911733049353531,0.6279038309181604,0.32351603625621683,0.9304563497413572,7,Ours,6,6,6,6,5,5,4,4,4,4,3,3,2,3,0.12492621392580838
0.03625254147491778,0.9863587336749862,0.6099306286241392,0.713671687252868,0.46248432890802804,0.8041313900750728,7,LDA,6,6,6,6,5,5,5,5,5,5,4,2,1,3,0.04073326333625893
0.011058335843255178,0.2691543726461944,0.11210525143530857,0.1068322966349629,0.032557618790978765,0.166288258670395,7,SLDA,4,2,2,1,0,0,0,0,0,0,0,0,0,3,0.0324352982101588
0.06171254638593433,0.9954986929981116,0.7037414546505234,0.8199261543467552,0.6101536000269292,0.964900296755125,8,Ours,7,7,7,7,6,6,6,6,6,6,6,4,3,3,0.10137813001035993
0.16038251877049345,0.9990371353468673,0.689984939573335,0.76022585756299,0.5566079202029062,0.9400553785886219,8,LDA,8,8,7,7,6,6,6,6,6,6,5,3,3,3,0.03606596375476342
0.0019982859145523607,0.41487968021272215,0.12277529015996824,0.05835376421167683,0.04639667442073662,0.17703758687128623,8,SLDA,3,3,2,1,1,1,1,0,0,0,0,0,0,3,0.019428165818712113
0.13523415241440212,0.994914403094172,0.6071863521462866,0.743581880439787,0.19806724379634252,0.9856377538951635,9,Ours,9,8,6,6,6,5,5,5,5,5,5,4,4,3,0.14165932080162813
0.041498823108409966,0.9998430140932444,0.6539733418266759,0.5784943392747461,0.5411517478003185,0.9496161856187193,9,LDA,8,8,8,8,7,7,7,7,7,4,4,4,4,3,0.06323827569403001
0.01555254423536889,0.3092608161898075,0.09104500122235527,0.06711588354328096,0.026030093929555225,0.11934613361353257,9,SLDA,4,1,1,1,1,0,0,0,0,0,0,0,0,3,0.018602556259818152
0.130415653804767,0.9963316707321618,0.6426993830380041,0.7274408335864564,0.4405000367230547,0.825791788356578,10,Ours,10,9,9,9,9,8,8,7,6,6,6,4,2,3,0.17850050014276347
0.0074534592064256396,0.9997982232368312,0.6417482398147644,0.6732204417992602,0.5814096911803471,0.9552956949493177,10,LDA,8,8,8,8,8,8,8,8,8,6,4,4,4,3,0.06608983839293352
1.0247922195556018e-4,0.4858560896493003,0.10742661138979323,0.051055860788018145,0.033761480176885815,0.11699504572347091,10,SLDA,3,2,1,1,1,1,1,1,0,0,0,0,0,3,0.01513050816479081
0.03778107686598455,0.9961915670295918,0.6151900818191375,0.7201723529998297,0.34606667668865376,0.8865056421926454,11,Ours,10,9,9,9,8,8,8,7,7,7,6,4,2,3,0.1640459479450688
0.011706223263911915,0.9998901671804291,0.6147093338808843,0.6371715946806222,0.29030248359286204,0.9473178979455679,11,LDA,10,10,10,10,7,7,7,7,7,6,5,5,4,3,0.05938060601896546
5.176997851043181e-4,0.11818429610967301,0.04546931713636027,0.04773538418417319,0.011788532308054201,0.06933275631999135,11,SLDA,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0.012612025051825123
0.04812574817637759,0.9963886137386618,0.6254020897204796,0.7197080127371984,0.3499536214475242,0.8732183141670892,12,Ours,11,11,10,10,9,9,8,8,8,8,6,4,2,3,0.16680610945997992
0.003142597455619318,0.9998955438602163,0.646842485212991,0.6985426878155911,0.5464265735980695,0.9315691337625818,12,LDA,10,10,10,10,9,9,9,9,9,9,6,5,5,3,0.06276317005961121
4.5260838464929886e-4,0.28730109338588256,0.08300187419628134,0.041921408107368524,0.012687757299375328,0.10280344830329038,12,SLDA,3,3,2,2,0,0,0,0,0,0,0,0,0,3,0.011152106489078049
0.13684979261940322,0.9968652837754428,0.6309247230454256,0.786262814460783,0.3521199953299324,0.8574548048893778,13,Ours,13,12,12,12,11,10,9,8,7,7,7,6,2,3,0.21308932412381365
0.005689366679377406,0.9998464402042748,0.5864085008333445,0.7336090678351194,0.2708375456432429,0.9091323368551404,13,LDA,11,11,11,10,9,8,8,8,8,7,7,5,4,3,0.07386709043472636
0.0013764508568763518,0.5143686346797219,0.11893464381574091,0.06564612036765081,0.013677890193997618,0.1381690322949466,13,SLDA,4,3,3,2,2,1,1,1,1,0,0,0,0,3,0.013959429503009494
0.030026469521293897,0.9962963058834167,0.5713347212363055,0.6669757946495581,0.2963986158472742,0.8493412980564103,14,Ours,11,11,11,10,10,10,10,10,8,8,5,5,2,3,0.14952197256939778
5.893940078571113e-4,0.9998398993749363,0.5437126896243856,0.5529246539072226,0.24133097949252452,0.8877730304356461,14,LDA,12,12,11,9,9,9,8,7,7,7,6,5,4,3,0.06542634084369531
0.0018463302575029517,0.23220583686666882,0.07481452493755898,0.045919898726491507,0.026499887123344668,0.10104791568716529,14,SLDA,4,3,1,0,0,0,0,0,0,0,0,0,0,3,0.012318977763283626
0.0013189544636531044,0.9967952272297605,0.5586488229750829,0.6697350256841474,0.29910341893084724,0.7883692984789454,15,Ours,13,13,13,13,11,9,9,9,9,9,6,4,2,3,0.1812684691221143
0.0025049046322859277,0.9998947210617946,0.6033406903224505,0.7455461903358976,0.3164072672576972,0.9222786341529319,15,LDA,13,13,13,13,12,10,10,10,9,8,8,5,5,3,0.05809083890698514
3.7756337294706465e-4,0.1725809889751341,0.06385377397646796,0.04577245598851128,0.02582732800614746,0.10414686558838397,15,SLDA,4,1,0,0,0,0,0,0,0,0,0,0,0,3,0.011433538234925981
0.03153423747456751,0.9971521602340623,0.5675949619132423,0.6460302025332691,0.2438973432840822,0.8261337353443704,16,Ours,14,13,13,12,11,11,11,11,10,9,7,5,3,3,0.15361113261775153
0.007627473212936304,0.9998998130337158,0.6641047009812515,0.7806591631755972,0.4044851857851372,0.9285261735792427,16,LDA,14,14,14,14,14,13,12,11,10,10,10,7,6,3,0.06231744688113377
7.365873476239611e-4,0.2000047129298578,0.06660081437647007,0.042126162097738146,0.03126070076232793,0.07922129519459406,16,SLDA,4,2,1,0,0,0,0,0,0,0,0,0,0,3,0.008484459620674083
0.01856956710873943,0.9946373014464337,0.4919437305839974,0.46262432319681895,0.24059694515277918,0.7286308123216263,3,Ours,2,2,2,2,2,2,2,2,1,1,1,1,1,4,0.059423928557676385
0.04110852805512775,0.9797814043605112,0.5151247375452871,0.5244842802202222,0.282796404137675,0.7521328422903667,3,LDA,2,2,2,2,2,2,2,2,2,1,1,1,1,4,0.14554980491229327
0.05200202459215469,0.15238112225690328,0.08645521654028887,0.05498250277180863,0.053492263681981664,0.10368181251435596,3,SLDA,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0.025880761920004925
0.04088648107108802,0.996430714351177,0.5995822809972062,0.6805059642832798,0.2900826894210013,0.9900055558594848,4,Ours,3,3,3,3,3,3,2,2,2,2,2,2,2,4,0.23994863797545865
0.03755488635734828,0.9722235966166827,0.4001361471275872,0.2953830527681589,0.05946985337279395,0.6360493465229522,4,LDA,2,2,2,2,2,2,2,2,2,1,1,1,1,4,0.1282468274377549
0.01921099744760961,0.3415363074287977,0.11161351078412604,0.04285336913004842,0.023156515175850125,0.13131036473832433,4,SLDA,1,1,1,1,1,0,0,0,0,0,0,0,0,4,0.038169896138753164
0.03649185213339694,0.9970917635472111,0.5287147722960972,0.5744210966605664,0.04558516782520883,0.9899839813141026,5,Ours,3,3,3,3,3,3,3,3,3,2,2,2,2,4,0.2353157753487934
0.07415353280120013,0.9976020301630272,0.5604920748027219,0.5032739211465477,0.4269883092127846,0.80044258069005,5,LDA,4,4,4,4,4,4,4,3,3,2,2,2,1,4,0.11195031374386577
0.039049002418404366,0.09244102276335923,0.06270114734340865,0.05372543991737306,0.04217160196280787,0.08611866965509873,5,SLDA,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.026921080941737792
0.03874946136300955,0.9970620793854494,0.5552823413979749,0.5037287827560872,0.36752011797029055,0.850662980003165,6,Ours,5,5,5,5,5,4,4,4,3,2,2,2,2,4,0.24099624918146503
0.006252630892646803,0.9995049279148923,0.46941814133944787,0.4793147491786178,0.15785708580045743,0.7208916319427857,6,LDA,4,4,4,4,4,4,4,3,3,2,2,1,1,4,0.09387499320330907
0.013287333933644991,0.14340512031584615,0.06638433793315664,0.04517334132524153,0.03793039221567884,0.09810644647116615,6,SLDA,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0.02811232415352262
0.0023223813287027964,0.9988394857963239,0.4724850144033864,0.368418720912988,0.2241263748145571,0.7447808815782879,7,Ours,5,5,5,5,5,5,3,3,3,2,2,2,2,4,0.1849917682260921
0.0016056817732000655,0.9996136851222452,0.5122403525302727,0.5264892040920347,0.2794459027566448,0.7495410456055696,7,LDA,5,5,5,5,5,5,5,5,4,3,3,1,1,4,0.0951788252464062
0.0064297186102873485,0.09538630945902854,0.058100950989584975,0.06568983595980532,0.03476406468383972,0.08483633176514709,7,SLDA,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.02046980619148257
0.04431437718657184,0.9987368302902293,0.49730678298732006,0.46312430445776753,0.14222317000694606,0.8316605401583604,8,Ours,6,6,5,5,5,5,5,4,3,3,3,2,2,4,0.14039630851706777
